experiment_name,1779111504.0927234,571955b1-3001-4b74-9fcd-b7f916c8b305,23113636,1007740,32546692,3,47160,18107940,116,112,102,1349337035268,4812136747,0,4802053453,1397919210282,0,52521566208,50215751680,7734405574656,-1,-1,-1
experiment_name,1779111505.6599073,9b2f3c7a-8c2e-4f0a-b8d1-1c2d3e4f5678,7094976,972400,7284256,4,508528,18923184,0,0,0,76465263659,102548580,0,41202680,115226162387,0,31145551872,652406345728,10410737664,-1,-1,-1
experiment_name,1779111506.09295,571955b1-3001-4b74-9fcd-b7f916c8b305,23108040,1011192,32543240,1,47160,18107940,116,112,102,1349341273883,4812137173,0,4802053722,1397921338328,0,52521566208,50215751680,7734409809920,-1,-1,-1
experiment_name,1779111506.216821,e4a1c2b3-7d8f-4c9a-b123-8f9e1d2c3a45,7337728,415984,7829600,0,16896,574512,0,0,0,60238991260,88844723,0,41357791,120525610077,0,31145551872,1630079488,46346436608,-1,-1,-1
experiment_name,1779111508.0927124,571955b1-3001-4b74-9fcd-b7f916c8b305,23107924,1011304,32543128,0,47160,18107940,115,112,102,1349341299830,4812137351,0,4802053899,1397921363917,0,52521566208,50215751680,7734409826304,-1,-1,-1
experiment_name,1779111510.0925725,571955b1-3001-4b74-9fcd-b7f916c8b305,23108544,1010667,32543765,0,47160,18107940,115,112,102,1349341325672,4812137531,0,4802054079,1397921389759,0,52521566208,50215751680,7734409842688,-1,-1,-1
experiment_name,1779111510.639884,9b2f3c7a-8c2e-4f0a-b8d1-1c2d3e4f5678,7094416,972960,7283696,0,508528,18923184,0,0,0,76465267763,102548653,0,41202722,115228265452,0,31145551872,652406345728,10410737664,-1,-1,-1
experiment_name,1779111511.2168596,e4a1c2b3-7d8f-4c9a-b123-8f9e1d2c3a45,7337728,415984,7829600,0,16896,574512,0,0,0,60238991633,88844727,0,41357794,120525610626,0,31145551872,1630079488,46346436608,-1,-1,-1
experiment_name,1779111512.0925877,571955b1-3001-4b74-9fcd-b7f916c8b305,23108204,1010995,32543437,0,47160,18107940,122,113,103,1349341354018,4812137723,0,4802054269,1397921417388,0,52521566208,50215751680,7734409859072,-1,-1,-1
experiment_name,1779111514.0926993,571955b1-3001-4b74-9fcd-b7f916c8b305,23108088,1011104,32543328,1,47160,18107940,122,113,103,1349341379843,4812137903,0,4802054449,1397921443213,0,52521566208,50215751680,7734409875456,-1,-1,-1
