f,mean,std,n,ci95
10,33.855335094211114,1.3205695873576857,10,0.8184975101406009
20,33.78821691142049,12.04143993149067,10,7.463361792356031
30,39.509989370705156,1.003019566500404,10,0.6216779680997758
40,35.75213756252942,12.54283027723637,10,7.774126748273673
50,35.913150609515256,12.026517828617273,10,7.454112977174412
