my-first-one,timestamp,node_id,mem_free,mem_used,mem_available,proc_cpu_usage,proc_memory,proc_vmemory,load_avg_1,load_avg_5,load_avg_15,tot_rx_bytes,tot_rx_pkts,tot_rx_errs,tot_tx_bytes,tot_tx_pkts,tot_tx_errs,disk_free_space,disk_tot_reads,disk_tot_writes,gpu_load_perc,gpu_temp_cels,active_power
experiment_name,1771769249.665754,8ab85bfd-6547-4652-8e98-626c622c731e,361504,12816832,12254864,3,67504,435455408,286,243,317,605720576,512906,0,91803,39352320,0,494384795648,3458617344,7922663424,-1,-1,-1
experiment_name,1771769251.660564,8ab85bfd-6547-4652-8e98-626c622c731e,423200,12760512,12301456,3,67504,435455408,286,243,317,605723648,512932,0,91829,39355392,0,494384795648,3458617344,7922663424,-1,-1,-1
experiment_name,1771769253.665015,8ab85bfd-6547-4652-8e98-626c622c731e,488304,12700224,12310112,3,67504,435455408,286,243,317,605726720,512954,0,91851,39358464,0,494384795648,3458617344,7922667520,-1,-1,-1
experiment_name,1771769255.667748,8ab85bfd-6547-4652-8e98-626c622c731e,502208,12687328,12311488,2,67504,435455408,303,247,318,605730816,512982,0,91879,39362560,0,494384795648,3458617344,7922667520,-1,-1,-1
experiment_name,1771769257.67451,8ab85bfd-6547-4652-8e98-626c622c731e,255264,13028768,11933568,3,67504,435455408,303,247,318,605744128,513044,0,91956,39399424,0,494384795648,3458617344,7922667520,-1,-1,-1
experiment_name,1771769259.659815,8ab85bfd-6547-4652-8e98-626c622c731e,307552,12962336,12070256,5,67536,435459504,287,245,317,605748224,513077,0,91988,39402496,0,494384795648,3458617344,7922667520,-1,-1,-1
experiment_name,1771769261.664132,8ab85bfd-6547-4652-8e98-626c622c731e,266912,13014384,11962064,2,67536,435459504,287,245,317,605754368,513107,0,92014,39406592,0,494384795648,3458625536,7922667520,-1,-1,-1
experiment_name,1771769263.662655,8ab85bfd-6547-4652-8e98-626c622c731e,280224,13010496,12000656,2,67536,435459504,287,245,317,605758464,513135,0,92042,39410688,0,494384795648,3458629632,7922667520,-1,-1,-1
experiment_name,1771769265.665667,8ab85bfd-6547-4652-8e98-626c622c731e,257536,13012496,11990480,3,67536,435459504,272,242,316,605761536,513158,0,92065,39413760,0,494384795648,3458629632,7922667520,-1,-1,-1
experiment_name,1771769267.678629,8ab85bfd-6547-4652-8e98-626c622c731e,255200,12974208,12054848,4,67536,435459504,272,242,316,605765632,513187,0,92100,39425024,0,494384795648,3458629632,7922798592,-1,-1,-1
experiment_name,1771769269.678503,8ab85bfd-6547-4652-8e98-626c622c731e,238576,12961920,12071792,3,67536,435459504,258,240,314,605771776,513220,0,92145,39441408,0,494384795648,3458629632,7922798592,-1,-1,-1
experiment_name,1771769271.661504,8ab85bfd-6547-4652-8e98-626c622c731e,252064,12943808,12069248,5,67536,435459504,258,240,314,605774848,513245,0,92170,39444480,0,494384795648,3458629632,7922941952,-1,-1,-1
experiment_name,1771769273.662206,8ab85bfd-6547-4652-8e98-626c622c731e,370560,12847312,12149552,1,67536,435459504,258,240,314,605784064,513288,0,92215,39451648,0,494384795648,3458629632,7922991104,-1,-1,-1
experiment_name,1771769275.677266,8ab85bfd-6547-4652-8e98-626c622c731e,387024,12841216,12159840,5,67536,435459504,246,237,313,605788160,513317,0,92244,39454720,0,494384795648,3458629632,7922991104,-1,-1,-1
experiment_name,1771769277.664043,8ab85bfd-6547-4652-8e98-626c622c731e,393616,12832688,12156704,2,67536,435459504,246,237,313,605791232,513342,0,92269,39457792,0,494384795648,3458629632,7922991104,-1,-1,-1
experiment_name,1771769279.674435,8ab85bfd-6547-4652-8e98-626c622c731e,356704,12931408,12050976,3,67536,435459504,234,235,312,605795328,513369,0,92295,39461888,0,494384795648,3458629632,7922991104,-1,-1,-1
experiment_name,1771769281.676203,8ab85bfd-6547-4652-8e98-626c622c731e,360640,12921936,12082432,3,67536,435459504,234,235,312,605798400,513393,0,92319,39464960,0,494384795648,3458629632,7924379648,-1,-1,-1
experiment_name,1771769283.666049,8ab85bfd-6547-4652-8e98-626c622c731e,370672,12910720,12086976,4,67536,435459504,234,235,312,605801472,513419,0,92345,39468032,0,494384795648,3458629632,7924379648,-1,-1,-1
experiment_name,1771769285.67495,8ab85bfd-6547-4652-8e98-626c622c731e,377248,12895152,12100160,3,67536,435459504,231,234,311,605830144,513503,0,92432,39507968,0,494384795648,3458629632,7924379648,-1,-1,-1
experiment_name,1771769287.675918,8ab85bfd-6547-4652-8e98-626c622c731e,373904,12898048,12095936,3,67536,435459504,231,234,311,605843456,513552,0,92480,39526400,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769289.668796,8ab85bfd-6547-4652-8e98-626c622c731e,378112,12892624,12094112,4,67536,435459504,221,232,310,605847552,513586,0,92524,39545856,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769291.676603,8ab85bfd-6547-4652-8e98-626c622c731e,378192,12891056,12094112,4,67536,435459504,221,232,310,605850624,513612,0,92550,39548928,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769293.67709,8ab85bfd-6547-4652-8e98-626c622c731e,372736,12890784,12088608,2,67536,435459504,221,232,310,605854720,513638,0,92576,39553024,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769295.665417,8ab85bfd-6547-4652-8e98-626c622c731e,326112,12948768,12025760,4,67536,435459504,203,228,308,605858816,513667,0,92605,39556096,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769297.674934,8ab85bfd-6547-4652-8e98-626c622c731e,354560,12917648,12091696,3,67536,435459504,203,228,308,605861888,513693,0,92631,39559168,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769299.677822,8ab85bfd-6547-4652-8e98-626c622c731e,340576,12913120,12094032,3,67536,435459504,195,226,307,605865984,513719,0,92657,39563264,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769301.663296,8ab85bfd-6547-4652-8e98-626c622c731e,370496,12890384,12113296,3,67536,435459504,195,226,307,605869056,513751,0,92689,39567360,0,494384795648,3458629632,7925043200,-1,-1,-1
experiment_name,1771769303.675558,8ab85bfd-6547-4652-8e98-626c622c731e,313344,12995248,11989680,3,67536,435459504,195,226,307,605872128,513778,0,92716,39570432,0,494384795648,3459338240,7925043200,-1,-1,-1
experiment_name,1771769305.67658,8ab85bfd-6547-4652-8e98-626c622c731e,285056,12949936,12061584,5,67536,435459504,179,222,305,605887488,513834,0,92781,39598080,0,494384795648,3463036928,7925121024,-1,-1,-1
experiment_name,1771769307.662789,8ab85bfd-6547-4652-8e98-626c622c731e,291424,12941632,12059616,3,67536,435459504,179,222,305,605890560,513861,0,92808,39601152,0,494384795648,3463036928,7925121024,-1,-1,-1
experiment_name,1771769309.674543,8ab85bfd-6547-4652-8e98-626c622c731e,270016,12956416,12053904,1,67536,435459504,181,222,304,605910016,513913,0,92852,39612416,0,494384795648,3482390528,7945236480,-1,-1,-1
experiment_name,1771769311.669039,8ab85bfd-6547-4652-8e98-626c622c731e,216832,13001200,12006512,4,67536,435459504,181,222,304,605913088,513938,0,92877,39615488,0,494384795648,3482406912,7945236480,-1,-1,-1
experiment_name,1771769313.6637,8ab85bfd-6547-4652-8e98-626c622c731e,234576,12988000,12017344,4,67536,435459504,181,222,304,605917184,513965,0,92904,39619584,0,494384795648,3481276416,7945527296,-1,-1,-1
experiment_name,1771769315.663059,8ab85bfd-6547-4652-8e98-626c622c731e,226720,12993824,12009136,2,67536,435459504,174,220,303,605920256,513991,0,92930,39622656,0,494384795648,3481276416,7945715712,-1,-1,-1
experiment_name,1771769317.678014,8ab85bfd-6547-4652-8e98-626c622c731e,236656,12990944,12018256,2,67536,435459504,174,220,303,605924352,514030,0,92969,39626752,0,494384795648,3481276416,7946076160,-1,-1,-1
experiment_name,1771769319.665349,8ab85bfd-6547-4652-8e98-626c622c731e,235552,12990832,12017024,4,67536,435459504,160,216,301,605927424,514059,0,92998,39630848,0,494384795648,3481276416,7946076160,-1,-1,-1
experiment_name,1771769321.676183,8ab85bfd-6547-4652-8e98-626c622c731e,242768,12986960,12023504,4,67536,435459504,160,216,301,605931520,514086,0,93025,39634944,0,494384795648,3481276416,7946076160,-1,-1,-1
experiment_name,1771769323.674879,8ab85bfd-6547-4652-8e98-626c622c731e,245072,12987536,12025824,3,67536,435459504,160,216,301,605935616,514117,0,93059,39639040,0,494384795648,3481276416,7946174464,-1,-1,-1
experiment_name,1771769325.663822,8ab85bfd-6547-4652-8e98-626c622c731e,195520,13083968,11922304,4,67536,435459504,172,218,301,605939712,514148,0,93092,39644160,0,494384795648,3481276416,7946174464,-1,-1,-1
experiment_name,1771769327.665006,8ab85bfd-6547-4652-8e98-626c622c731e,195728,13078528,11956080,2,67536,435459504,172,218,301,605943808,514176,0,93122,39648256,0,494384795648,3481276416,7946174464,-1,-1,-1
experiment_name,1771769329.662498,8ab85bfd-6547-4652-8e98-626c622c731e,63984,13264832,11678256,3,67536,435459504,174,217,301,605948928,514207,0,93159,39663616,0,494384795648,3481640960,7947603968,-1,-1,-1
experiment_name,1771769331.663249,8ab85bfd-6547-4652-8e98-626c622c731e,68272,13112256,12073248,2,67536,435459504,174,217,301,605954048,514242,0,93194,39668736,0,494384795648,3481829376,7947644928,-1,-1,-1
experiment_name,1771769333.662434,8ab85bfd-6547-4652-8e98-626c622c731e,176400,13041360,12076016,3,67536,435459504,174,217,301,605960192,514279,0,93228,39672832,0,494384795648,3481845760,7947644928,-1,-1,-1
experiment_name,1771769335.660089,8ab85bfd-6547-4652-8e98-626c622c731e,179680,13030304,12012608,3,67536,435459504,168,215,299,605963264,514306,0,93256,39675904,0,494384795648,3481952256,7947698176,-1,-1,-1
experiment_name,1771769337.666506,8ab85bfd-6547-4652-8e98-626c622c731e,124688,13114208,11841424,3,67536,435459504,168,215,299,605968384,514342,0,93300,39691264,0,494384795648,3481976832,7947702272,-1,-1,-1
experiment_name,1771769339.675661,8ab85bfd-6547-4652-8e98-626c622c731e,202304,12946880,12123056,4,67536,435459504,168,215,299,606044160,514426,0,93384,39704576,0,494384795648,3481985024,7947997184,-1,-1,-1
experiment_name,1771769341.676663,8ab85bfd-6547-4652-8e98-626c622c731e,196624,13051520,11938640,3,67536,435459504,162,213,298,606048256,514455,0,93411,39707648,0,494384795648,3481989120,7947997184,-1,-1,-1
experiment_name,1771769343.661883,8ab85bfd-6547-4652-8e98-626c622c731e,270432,12907232,12111696,4,67536,435459504,162,213,298,606051328,514482,0,93438,39710720,0,494384795648,3481989120,7948001280,-1,-1,-1
experiment_name,1771769345.663367,8ab85bfd-6547-4652-8e98-626c622c731e,283152,12892688,12110080,2,67536,435459504,149,210,296,606066688,514524,0,93488,39732224,0,494384795648,3481989120,7948001280,-1,-1,-1
experiment_name,1771769347.676666,8ab85bfd-6547-4652-8e98-626c622c731e,251344,12995408,11993552,4,67536,435459504,149,210,296,606075904,514565,0,93526,39740416,0,494384795648,3482062848,7948001280,-1,-1,-1
experiment_name,1771769349.668484,8ab85bfd-6547-4652-8e98-626c622c731e,267520,12919440,12095984,4,67536,435459504,149,210,296,606078976,514592,0,93553,39743488,0,494384795648,3482062848,7948001280,-1,-1,-1
experiment_name,1771769351.683938,8ab85bfd-6547-4652-8e98-626c622c731e,268720,12904640,12096064,2,67536,435459504,161,211,296,606082048,514617,0,93578,39746560,0,494384795648,3483209728,7948005376,-1,-1,-1
experiment_name,1771769353.681359,8ab85bfd-6547-4652-8e98-626c622c731e,352864,12862768,12116192,3,67536,435459504,161,211,296,606086144,514642,0,93603,39750656,0,494384795648,3483217920,7948029952,-1,-1,-1
experiment_name,1771769355.666353,8ab85bfd-6547-4652-8e98-626c622c731e,356672,12858672,12115664,5,67536,435459504,165,211,296,606089216,514668,0,93629,39753728,0,494384795648,3483217920,7948029952,-1,-1,-1
experiment_name,1771769357.672376,8ab85bfd-6547-4652-8e98-626c622c731e,361984,12871280,12103312,2,67536,435459504,165,211,296,606092288,514692,0,93653,39756800,0,494384795648,3483217920,7949991936,-1,-1,-1
experiment_name,1771769359.677149,8ab85bfd-6547-4652-8e98-626c622c731e,329056,12909936,12100848,3,67536,435459504,165,211,296,606104576,514735,0,93703,39774208,0,494384795648,3483217920,7950180352,-1,-1,-1
experiment_name,1771769361.662281,8ab85bfd-6547-4652-8e98-626c622c731e,347040,12878336,12121808,4,67536,435459504,159,209,295,606119936,514791,0,93753,39787520,0,494384795648,3483217920,7950184448,-1,-1,-1
experiment_name,1771769363.678058,8ab85bfd-6547-4652-8e98-626c622c731e,353136,12870512,12119616,2,67536,435459504,159,209,295,606123008,514817,0,93779,39790592,0,494384795648,3483217920,7950184448,-1,-1,-1
experiment_name,1771769365.672212,8ab85bfd-6547-4652-8e98-626c622c731e,397088,12834016,12152176,5,67536,435459504,155,207,294,606127104,514848,0,93809,39793664,0,494384795648,3483299840,7950184448,-1,-1,-1
experiment_name,1771769367.663601,8ab85bfd-6547-4652-8e98-626c622c731e,393328,12831792,12146288,2,67536,435459504,155,207,294,606131200,514875,0,93836,39797760,0,494384795648,3483299840,7950233600,-1,-1,-1
experiment_name,1771769369.671702,8ab85bfd-6547-4652-8e98-626c622c731e,396400,12822288,12139760,4,67536,435459504,155,207,294,606134272,514899,0,93860,39800832,0,494384795648,3483299840,7950233600,-1,-1,-1
experiment_name,1771769371.665674,8ab85bfd-6547-4652-8e98-626c622c731e,406368,12822416,12149632,2,67536,435459504,150,206,292,606137344,514925,0,93886,39803904,0,494384795648,3483299840,7950233600,-1,-1,-1
experiment_name,1771769373.669197,8ab85bfd-6547-4652-8e98-626c622c731e,307792,12996800,11973312,3,67536,435459504,150,206,292,606147584,514965,0,93926,39813120,0,494384795648,3483299840,7950233600,-1,-1,-1
experiment_name,1771769375.678886,8ab85bfd-6547-4652-8e98-626c622c731e,129392,13244416,11735600,4,67536,435459504,146,204,291,606150656,514993,0,93954,39816192,0,494384795648,3483381760,7950274560,-1,-1,-1
