my-first-one,timestamp,node_id,num_cpus,model_name_cpu,clock_freq_cpu,num_cores,mem_size,labels,is_tee_running,has_tpm,runtimes,disk_tot_space,num_gpus,model_name_gpu,mem_size_gpu
experiment_name,1772826359.625971,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772827571.1365,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772827633.748997,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772828054.082755,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772828997.016828,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772830174.890187,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772830613.035424,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772830968.253574,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772831045.741778,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772832003.870579,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772913679.091681,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772921928.878921,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772922084.825656,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772922659.408213,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772923234.751305,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772929242.749323,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
experiment_name,1772930154.010511,8ab85bfd-6547-4652-8e98-626c622c731e,8,Apple M3,4056,8,24576,[hostname=Mohameds-MacBook-Air.local],false,false,[RUST_WASM],471482,0,,0
